user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
lisaandlena,6804783597552239621,"{'id': '6914069378057210629', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6914069383681788678.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_100x100.jpeg?x-expires=1619107200&x-signature=BVZkqOXTnd1Km3ZQypVo6orA2ik%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_720x720.jpeg?x-expires=1619107200&x-signature=ZFtYJjWaakSWIy8xJioX1vPVeWQ%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=XWeT59Bu0%2FhzYbtg5jmDNS6S4gQ%3D', 'authorName': 'linds ', 'original': True, 'duration': 14, 'album': ''}",Who can relate? 🥞🍕🍟🍪🍫,1611415725,14,"https://www.tiktok.com/@lisaandlena/video/{'id': '6914069378057210629', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6914069383681788678.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_100x100.jpeg?x-expires=1619107200&x-signature=BVZkqOXTnd1Km3ZQypVo6orA2ik%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_720x720.jpeg?x-expires=1619107200&x-signature=ZFtYJjWaakSWIy8xJioX1vPVeWQ%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6ba7dcb7a6dd8717f8f92dc9bde5ed11~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=XWeT59Bu0%2FhzYbtg5jmDNS6S4gQ%3D', 'authorName': 'linds ', 'original': True, 'duration': 14, 'album': ''}?lang=en",538800,903,2120,3500000
lisaandlena,6804783597552239621,"{'id': '6944411952274524161', 'title': 'Met Him Last Night', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/19f2e857c15f7510b1f253c7789db70a.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'authorName': 'Demi Lovato', 'original': False, 'duration': 45, 'album': 'Dancing With The Devil…The Art of Starting Over'}","If you have to hurt other people in order to feel powerful, you are an extremely weak individual. - Bobby J. Mattingly 💭",1617977080,39,"https://www.tiktok.com/@lisaandlena/video/{'id': '6944411952274524161', 'title': 'Met Him Last Night', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/19f2e857c15f7510b1f253c7789db70a.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/a49f8e343580489fb024cd446a05bb6a.jpeg', 'authorName': 'Demi Lovato', 'original': False, 'duration': 45, 'album': 'Dancing With The Devil…The Art of Starting Over'}?lang=en",305000,1340,2713,1900000
bellapoarch,6748458643983238149,"{'id': '6919486377693054977', 'title': 'LiLBiTcH (feat. Rico Nasty & Soleima)', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/bc19f56f01102fe2275eb2838e309439.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'authorName': 'chillpill', 'original': False, 'duration': 60, 'album': 'LiLBiTcH (feat. Rico Nasty & Soleima)'}",Ewww🤡😂💕,1613590904,15,"https://www.tiktok.com/@bellapoarch/video/{'id': '6919486377693054977', 'title': 'LiLBiTcH (feat. Rico Nasty & Soleima)', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/bc19f56f01102fe2275eb2838e309439.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/9c808e576f60497d80c7640a9a0d75b3.jpeg', 'authorName': 'chillpill', 'original': False, 'duration': 60, 'album': 'LiLBiTcH (feat. Rico Nasty & Soleima)'}?lang=en",1700000,5350,19200,16300000
lisaandlena,6804783597552239621,"{'id': '6922281177106384898', 'title': 'All I Need', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/3f8edd610de2381cbf725bc6eebddea4.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'authorName': 'Verzache', 'original': False, 'duration': 45, 'album': 'All I Need'}",#duet with @saracarstens  #pov I’m the new kid.. kinda shy and I make an unexpected friend 🍎,1616516059,15,"https://www.tiktok.com/@lisaandlena/video/{'id': '6922281177106384898', 'title': 'All I Need', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/3f8edd610de2381cbf725bc6eebddea4.m4a', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-v-2102/fc7120fc0b12491796bcf703c529eb01.jpeg', 'authorName': 'Verzache', 'original': False, 'duration': 45, 'album': 'All I Need'}?lang=en",1100000,4494,11100,5400000
andrigislason,167759091522691072,"{'id': '6939814113514097414', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6939814438023351046.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_100x100.jpeg?x-expires=1619107200&x-signature=nwlOKJPEiFf05Jiab10Q1OD2deY%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_720x720.jpeg?x-expires=1619107200&x-signature=FiXOFlsAP%2B3BdwuGIlqJzH1IOQM%3D', 'coverLarge': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=LG%2FHhvaxaEC2DSZ4kOrb%2FWbnsKI%3D', 'authorName': 'Andri Gislason', 'original': True, 'duration': 59, 'album': ''}",New customer😍 #horse #fyp #foryou #satisfying #hoofpicking #farrierlife #work #hooves,1615801526,59,"https://www.tiktok.com/@andrigislason/video/{'id': '6939814113514097414', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6939814438023351046.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_100x100.jpeg?x-expires=1619107200&x-signature=nwlOKJPEiFf05Jiab10Q1OD2deY%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_720x720.jpeg?x-expires=1619107200&x-signature=FiXOFlsAP%2B3BdwuGIlqJzH1IOQM%3D', 'coverLarge': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d5b925b496ad7df34e1a1c8664e64ae~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=LG%2FHhvaxaEC2DSZ4kOrb%2FWbnsKI%3D', 'authorName': 'Andri Gislason', 'original': True, 'duration': 59, 'album': ''}?lang=en",99800,1020,2839,1000000
lisaandlena,6804783597552239621,"{'id': '6901396295638911749', 'title': 'BETTER THAN REVENGE', 'playUrl': 'https://video-va.tiktokv.com/storage/v1/tos-useast2a-v-27dcd7/1f93a66ac2aa4685be1c539ebc804870?a=1233&br=250&bt=125&cd=0%7C0%7C0&ch=0&cr=0&cs=&dr=0&ds=&er=0&l=202104211604530101902182091C27756B&lr=default&mime_type=audio_mpeg&net=0&pl=0&qs=6&rc=M3JtazRmdDRkeTMzaTU8M0ApZGQ2MzNmZGU0N2loODpmZWdyLTJtLWBlczBfLS0uMTZzc15fMjU0LWMzXjMyLzUvMV46Yw%3D%3D&vl=&vr=&x-tos-algorithm=v2&x-tos-authkey=5bf25627da095a5cba28ace592de46cc&x-tos-expires=1619042708&x-tos-signature=UgvADtbWT67yMYA0180CPDjK1O4', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_100x100.jpeg?x-expires=1619107200&x-signature=%2BzBUtKhIg3HYBxmdWxeknCJlNC4%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_720x720.jpeg?x-expires=1619107200&x-signature=xEtzOYJwojJ7vV%2B8Hi%2BNuy2MGao%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=3bT4%2Bmp512cr1HHXm68svgUFeeY%3D', 'authorName': 'kenzie', 'original': True, 'duration': 14, 'album': ''}",100% purple addict...💜 #getreadywithme#makeup,1616429984,14,"https://www.tiktok.com/@lisaandlena/video/{'id': '6901396295638911749', 'title': 'BETTER THAN REVENGE', 'playUrl': 'https://video-va.tiktokv.com/storage/v1/tos-useast2a-v-27dcd7/1f93a66ac2aa4685be1c539ebc804870?a=1233&br=250&bt=125&cd=0%7C0%7C0&ch=0&cr=0&cs=&dr=0&ds=&er=0&l=202104211604530101902182091C27756B&lr=default&mime_type=audio_mpeg&net=0&pl=0&qs=6&rc=M3JtazRmdDRkeTMzaTU8M0ApZGQ2MzNmZGU0N2loODpmZWdyLTJtLWBlczBfLS0uMTZzc15fMjU0LWMzXjMyLzUvMV46Yw%3D%3D&vl=&vr=&x-tos-algorithm=v2&x-tos-authkey=5bf25627da095a5cba28ace592de46cc&x-tos-expires=1619042708&x-tos-signature=UgvADtbWT67yMYA0180CPDjK1O4', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_100x100.jpeg?x-expires=1619107200&x-signature=%2BzBUtKhIg3HYBxmdWxeknCJlNC4%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_720x720.jpeg?x-expires=1619107200&x-signature=xEtzOYJwojJ7vV%2B8Hi%2BNuy2MGao%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2cb005e167074d085e45125d591fda38~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=3bT4%2Bmp512cr1HHXm68svgUFeeY%3D', 'authorName': 'kenzie', 'original': True, 'duration': 14, 'album': ''}?lang=en",451300,661,1978,3600000
gudomligmat,6892570941885907973,"{'id': '6779325980357004038', 'title': 'Jake25.17 sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1655144021760021.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_100x100.jpeg?x-expires=1619107200&x-signature=oTBk8nXe0wC1K54Rv6eAAFfgad0%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_720x720.jpeg?x-expires=1619107200&x-signature=tF3u6fAKLJ1%2FQGiFQVrF%2BCeZX1I%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=egcg8RNWJE2GSsebPhbyvim%2B5Ag%3D', 'authorName': '🦋Olivia🦋', 'original': True, 'duration': 14, 'album': ''}",🥭 🧋 🙂  #fördig #foryou #fyp,1617955255,14,"https://www.tiktok.com/@gudomligmat/video/{'id': '6779325980357004038', 'title': 'Jake25.17 sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1655144021760021.mp3', 'coverThumb': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_100x100.jpeg?x-expires=1619107200&x-signature=oTBk8nXe0wC1K54Rv6eAAFfgad0%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_720x720.jpeg?x-expires=1619107200&x-signature=tF3u6fAKLJ1%2FQGiFQVrF%2BCeZX1I%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/b960b0489b3aec47b4d1b455d5001248~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=egcg8RNWJE2GSsebPhbyvim%2B5Ag%3D', 'authorName': '🦋Olivia🦋', 'original': True, 'duration': 14, 'album': ''}?lang=en",152700,2783,1957,1500000
daniel.ethadpoor,6862032809717433350,"{'id': '6924768059303463685', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924768070556715782.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_100x100.jpeg?x-expires=1619107200&x-signature=BazTSThNwjRnnnN68eBVwVODkFE%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_720x720.jpeg?x-expires=1619107200&x-signature=fn9UPOb%2FTQkB1A7j%2B38CEvt%2F%2FXs%3D', 'coverLarge': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=1SdhiktdjUU9I0og6tsnhEVALNA%3D', 'authorName': 'Daniel Ethadpoor🔥BoomBarber🔥', 'original': True, 'duration': 12, 'album': ''}",#hair #hairstyle #haircut #barber #barbershop #beard #style #stylish #mood #model #modeling #fashion #sverige #stockholm #italia #israel #japon #usa,1612298190,13,"https://www.tiktok.com/@daniel.ethadpoor/video/{'id': '6924768059303463685', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6924768070556715782.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_100x100.jpeg?x-expires=1619107200&x-signature=BazTSThNwjRnnnN68eBVwVODkFE%3D', 'coverMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_720x720.jpeg?x-expires=1619107200&x-signature=fn9UPOb%2FTQkB1A7j%2B38CEvt%2F%2FXs%3D', 'coverLarge': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/c1f199f243f19d9b05f2ba203ec16c09~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=1SdhiktdjUU9I0og6tsnhEVALNA%3D', 'authorName': 'Daniel Ethadpoor🔥BoomBarber🔥', 'original': True, 'duration': 12, 'album': ''}?lang=en",33600,277,168,2700000
notandrewyt,6733280877613286405,"{'id': '6943347602867899142', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943347797534034693.mp3', 'coverThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=gVaQdTF01yEtfg53b9nbb%2FTM2%2FY%3D', 'coverMedium': 'https://p77-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=vc58vvthqVEG%2FoEH1PvYKhECwOo%3D', 'coverLarge': 'https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=YDLsAaiJGqT8QiLDFA39qQfVmww%3D', 'authorName': 'NotAndrew', 'original': True, 'duration': 13, 'album': ''}",I think my humor is broken💀 #foryou #fyp #foryoupage #train #crash #brokenhumor #humor #memes #funnymemes,1616624095,14,"https://www.tiktok.com/@notandrewyt/video/{'id': '6943347602867899142', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943347797534034693.mp3', 'coverThumb': 'https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=gVaQdTF01yEtfg53b9nbb%2FTM2%2FY%3D', 'coverMedium': 'https://p77-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=vc58vvthqVEG%2FoEH1PvYKhECwOo%3D', 'coverLarge': 'https://p16-sign-sg.tiktokcdn.com/aweme/1080x1080/tos-alisg-avt-0068/af0316c81514f387105d1c6e73b610da.jpeg?x-expires=1619107200&x-signature=YDLsAaiJGqT8QiLDFA39qQfVmww%3D', 'authorName': 'NotAndrew', 'original': True, 'duration': 13, 'album': ''}?lang=en",38700,673,732,338900
slyhturin_2021_ella1,6915817669640389637,"{'id': '6948438253900958469', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948438348202019589.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpeg?x-expires=1619107200&x-signature=1mKtBmafCcmD%2FL4g3gytFJjNhiQ%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_720x720.jpeg?x-expires=1619107200&x-signature=lrGdneEU7xQdlaPUX%2FNPR6Fwvu8%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=r0jOBCJq58%2Fe9saO0mFR8ysryZU%3D', 'authorName': 'Tik Toker', 'original': True, 'duration': 6, 'album': ''}",,1617867748,6,"https://www.tiktok.com/@slyhturin_2021_ella1/video/{'id': '6948438253900958469', 'title': 'original sound', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6948438348202019589.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_100x100.jpeg?x-expires=1619107200&x-signature=1mKtBmafCcmD%2FL4g3gytFJjNhiQ%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_720x720.jpeg?x-expires=1619107200&x-signature=lrGdneEU7xQdlaPUX%2FNPR6Fwvu8%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1594805258216454~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=r0jOBCJq58%2Fe9saO0mFR8ysryZU%3D', 'authorName': 'Tik Toker', 'original': True, 'duration': 6, 'album': ''}?lang=en",6556,93,52,156900
bellapoarch,6748458643983238149,"{'id': '6749049884915042305', 'title': 'What A Shame', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-v-0000/a18f65ce17074533abf6370b1effe7eb', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'authorName': 'Leyla Blue', 'original': False, 'duration': 30, 'album': 'What A Shame'}",What a shame😌,1611948260,15,"https://www.tiktok.com/@bellapoarch/video/{'id': '6749049884915042305', 'title': 'What A Shame', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tos-alisg-v-0000/a18f65ce17074533abf6370b1effe7eb', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/0ea2886f25024919903aa4e6ff2e66f7.jpeg', 'authorName': 'Leyla Blue', 'original': False, 'duration': 30, 'album': 'What A Shame'}?lang=en",1500000,9733,70100,16900000
0funny_clips,6942912679208354822,"{'id': '6943103138824063750', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943103498271607558.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_100x100.jpeg?x-expires=1619107200&x-signature=e%2FWBibybVinqOYHUn9lf7ruMPr8%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_720x720.jpeg?x-expires=1619107200&x-signature=FlYdEaqRMz9cqwzrtdM0CxA9sqI%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=qJGCJd02%2F6CMRDWsk7jcG8Q8Dtg%3D', 'authorName': '0Funny_clips', 'original': True, 'duration': 59, 'album': ''}",,1616567297,59,"https://www.tiktok.com/@0funny_clips/video/{'id': '6943103138824063750', 'title': 'originalljud', 'playUrl': 'https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6943103498271607558.mp3', 'coverThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_100x100.jpeg?x-expires=1619107200&x-signature=e%2FWBibybVinqOYHUn9lf7ruMPr8%3D', 'coverMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_720x720.jpeg?x-expires=1619107200&x-signature=FlYdEaqRMz9cqwzrtdM0CxA9sqI%3D', 'coverLarge': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/faff6ee9a18dacc81e1cefea1c8579f0~c5_1080x1080.jpeg?x-expires=1619107200&x-signature=qJGCJd02%2F6CMRDWsk7jcG8Q8Dtg%3D', 'authorName': '0Funny_clips', 'original': True, 'duration': 59, 'album': ''}?lang=en",23400,4960,481,223600
cinnobeer,6781492583224214533,"{'id': '6813425065380546561', 'title': 'Condo', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/8085f1b1a1d6ff5af15795edba0b6776.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'authorName': 'Afro B', 'original': False, 'duration': 60, 'album': 'Afrowave 3'}",Mini cakes💕 #foryou #chocolate #cakes #forupage #foryoupageofficiall #cake #fanpage #foru #smallbusinesscheck #fyp,1615748962,40,"https://www.tiktok.com/@cinnobeer/video/{'id': '6813425065380546561', 'title': 'Condo', 'playUrl': 'https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/8085f1b1a1d6ff5af15795edba0b6776.mp3', 'coverThumb': 'https://p16-sg.tiktokcdn.com/aweme/100x100/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'coverMedium': 'https://p16-sg.tiktokcdn.com/aweme/200x200/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'coverLarge': 'https://p16-sg.tiktokcdn.com/aweme/720x720/tos-alisg-i-0000/51e741acf51c412fad8003b24bcc643e.jpeg', 'authorName': 'Afro B', 'original': False, 'duration': 60, 'album': 'Afrowave 3'}?lang=en",969,11,15,30300
